id,track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_familiarity_int,artist_hotttnesss,artist_hotttnesss_int,year
13,TRACCMO12903CA4168,D Shuffle Jam (Part 2),SOZVLXO12AF72ABCDB,Live At Tonic,AR6WICD1187B998708,6035000d-b53b-4b01-b5a0-a7572c34e806,Christian McBride,692.06159,0.587332267,58,0.421386113,42,0
14,TRACCVN128F92DAE3D,Ju Ju,SOVBVJW12AAF3B5F77,Intermobility,ARMFOCL119B8668919,ede0d8a0-0b0a-4ded-ae3c-affba301dae8,String Trio Of New York,392.4371,0.274613283,27,0,0,0
15,TRACCOK128F932AF52,When I Was A Cowboy (Western Plains) (LP Version),SOINHKC12AB01836E0,Garden Of Joy,AR3GYKU1187B996AB9,61a75fe6-c102-49bf-96b0-40a1b85c8e7c,Jim Kweskin,208.90077,0.34173223,34,0.296823951,29,0
16,TRACCLY12903CDD7C4,I Destructor (Lenny Dee Mix),SODKUVJ12AB0187A4A,Blown Away,ARDOOH01187B991055,344c5e8c-d4f1-4bec-8ff5-08ef100a9e5d,Ultraviolence,367.41179,0.499939221,49,0.37444943,37,0
17,TRACJJZ12903CCBCDA,No Survivors,SOMJNMD12AB0187F93,Maximum Speed,ARVUAJC1187B9908A5,dcaedaf8-b460-4966-8a05-1a080a6734fb,Speedball,212.21832,0.486679143,48,0.362501434,36,1998
18,TRACJPW128F932CA4C,Her Golden Robe In Silence Veiled,SOZNBMX12AB0182AD1,DämmerElbenTragödie,ARM63WJ1187B9951EA,a58d6509-7716-4b2f-a145-c642144bbd76,Autumnblaze,286.24934,0.493891153,49,0.355495957,35,1999
19,TRACJWY12903CB7DBF,Same Old Song,SOIRIWN12AB0183AE7,Original Album Classics,ARBQPXY1187B98D67B,cb1ca13a-4821-4e66-aff0-0fd6b3dc9a81,Kris Kristofferson,194.37669,0.732393863,73,0.496224349,49,1974
20,TRACJHJ128F1489FAB,The Ride (Album),SOESNFW12A6D4F995F,House Full Of No Trust,ARPVFV91187B98BB94,95927574-d2b9-4756-b7d6-09b3c248c311,Cinder,218.61832,0.553194234,55,0.359807225,35,2006
21,TRACJVF128F92D2DB3,Two Little Fishes_ Five Loaves Of Bread,SOGNFKZ12A8C145224,Complete / Intégrale Vol. 5 (1953-1957),AR6TD9K1187B9A207D,f5625c87-5a62-4b3b-a375-fe08a71acddc,Sister Rosetta Tharpe,156.42077,0.553104833,55,0.360350448,36,0
22,TRACJDX12903CD4917,Church Hangover,SOSJVGP12AB0185B95,El Mas Chingon,ARYF20K1187B9B76BD,4a41c200-153b-4158-87b3-db0fea627e2c,George Lopez,270.68036,0.668020249,66,0.516963731,51,2006
23,TRACJKR12903D02C75,I Got Stripes (Live),SOHHGUG12A6D4F4E77,The Legend,ARH861H1187B9B799E,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,112.95302,0.817256293,81,0.735208878,73,2006
24,TRACJVT12903CB0F49,The Greed Of Our Stare,SOBIPBF12AB0184B0C,Unwant,ARHWRBR119B8669309,6d2e94ff-76f7-45f7-a7ce-9fe724952b8b,Hatesex,307.87873,0.461286162,46,0,0,0
25,TRACJOQ12903CBBB64,The Contracting Perception Of Consciousness,SONUTGA12AB0187F44,Praying Mantis,ARE17W51187FB5381B,3ab20833-bea6-4972-9e83-14599e3666a1,Rui Da Silva,448.62649,0.625186797,62,0.388800313,38,0
26,TRACIJF128F424317B,Post-Toxic Finger Disorder,SOIGIUZ12A8C1337B1,Tim Exile's Nuisance Gabbaret Lounge,AR8U8G41187B9A833B,110500b0-78a7-41cb-8535-9f37ab35a902,Tim Exile,80.3522,0.620501925,62,0.301847095,30,2006
27,TRACIOB128F4296D0F,Qui Donc A Changé ?,SORRQLD12A8C139E8D,36 Grands Succès,ARQVTCN11E2835DFFD,f4847b22-6278-4963-aae6-43f6958ec261,Marcel Mouloudji,110.34077,0.325219143,32,0.270099982,27,0
28,TRACIKJ128F4226ABA,Lotus Kiss,SOHHKOU12A81C224B2,Gathering The Tribe,AR8W2DS1187B9B6E36,c11db213-a40e-43c1-b2b7-cc2f0f08cb5b,Alex Theory,317.88363,0.448124003,44,0.315522959,31,0
29,TRACICJ128F14ADFB8,So Many Books ... (The Word Album Version),SOWUAYB12A6D4FA1D4,Joy in the Journey,ARHO1WI1187B98CB84,d1de79d5-3ca3-42f5-8d82-fbc71a76ec93,Michael Card,163.082,0.015557881,1,0.34424658,34,0
30,TRACIIS128F425DF68,Drummer's Circle,SOYTQGO12A8C138C1B,Transformation,ARYUHNV1187FB482AF,acf836d7-c773-40ee-860b-5f4024e8e97f,Megadrums,237.24363,0.327233191,32,0.063724986,6,0
31,TRACIEF128F4270573,What Would You Do,SOOOBCE12A8C134019,Welcome Home / The Okeh Years,AROBQ0B1187FB404F6,f1e23fa9-87f0-44ed-a46d-c91f72a9bbd8,Walter Jackson,156.682,0.437193777,43,0.316155987,31,2006
32,TRACILD128F930AF53,Intro,SOROLCY12AB0182652,Double R,ARYNSN31187FB4C573,af308783-61fb-492b-9c37-a8cf48f2f064,Bizzy Bone Presents,50.9122,0.754180833,75,0.476254162,47,2004
33,TRACISV12903D13877,When You're Hot_ You're Hot,SOWBEBK12AB018306A,Les 100 Plus Grands Titres Country,ARE9SYU1187B9B9838,44419ff2-0251-49ba-933b-b09733ff9adb,Jerry Reed,138.4224,0.584007553,58,0.409027745,40,0
34,TRACIIZ128EF34E497,Kong,SOLIAYU12A6D4F9923,Justin In Love With HK Philharmonic Concert Live,ARZCXO91187FB53708,c7d13c98-8896-4105-b68d-698d4f54ffcd,Justin,275.85261,0.782555689,78,0.335368578,33,0
35,TRACHAL128F427DD25,When Those Two Towers Fell,SOOBRTK12A8C13D6A9,Play It For A Long Time,ARPEJMN11F4C84080E,,New Roanoke Jug Band,178.20689,0.418381812,41,0.317486348,31,0
36,TRACHZE12903CD95D2,Ignis,SONROBV12AB0188BC7,Its Not The Same,ARJJRZ41187FB4C856,6dd5961a-16e7-4f03-8385-b251e12f9698,Floor,144.92689,0.522423829,52,0.41759188,41,2009
37,TRACHOZ12903CCA8B3,Close Up,SOLWBGS12AB0187EAD,Close Up,ARELA4P1187B991507,cb87bb99-3092-4be5-a515-ce8b0699f66f,Charles Williams,64.05179,0.389802967,38,0.287731468,28,0
38,TRACHTO12903CBE58B,Bo Diddley,SOOCWAO12AB01852C1,The Animals with Sonny Boy Williamson,AR1VWD91187FB4CE99,4d8afa16-4018-4ca8-8b5e-ede8f9314562,The Animals_ Sonny Boy Williamson,463.49016,0.407372281,40,0.482486802,48,1973
39,TRACHKX128F934B07A,I'm Not Done,SOJDJRK12AB018565D,Live In Lulea,ARUYVDC12086C11D5C,f7df5df4-4dfa-459d-972b-1ba051c15ddc,Fever Ray,280.24118,0.713782886,71,0.529166983,52,2009
40,TRACHHO12903CF8CCA,La Sitiera,SOYNXWG12AC468F51A,Tiqui_ Tiqui,ARUT60Q1187B9B90E9,ef2e5f5b-3564-45f2-8fb6-72bad452aeba,Orquesta Broadway,226.66404,0.398858713,39,0.341061399,34,0
41,TRACHYC12903CEAAB6,Teenage Baby (Digitally Remastered),SOQYKBE12AC46867EE,Bobby Sox Blues - EP,AR8Q4RZ1187FB46BDC,f1a3fb4a-fff6-4556-a290-3704b109da90,T-Bone Walker,123.29751,0.611942956,61,0.403197978,40,0
42,TRACHTD128F92EE238,It Must Be,SOHWKQE12A8C142406,Something in Your Eyes,ARMBR4Y1187B9990EB,d518ccb5-d04e-4fe4-bf04-3c306137f68f,David Martin,286.4322,0.637533386,63,0.310614281,31,0
43,TRACHHH128E0788A35,Big Business,SOUYTJK12A6701CD3D,Neighborhood Watch,AR0CANF1187B9AF35F,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,Dilated Peoples,149.91628,0.804838889,80,0.457841156,45,2004
44,TRACHFO12903CB3009,Shadow,SOYVONC12AB0187167,Reach,ARDDTL91187B9974A7,4e359ed9-ea2a-46ac-9f54-df3cdfa4d95e,Warren Barfield,207.51628,0.651957877,65,0.436220548,43,2006
45,TRACHYA128F931BF87,The Truth,SOQYLQN12AB01801B8,Speed 002,ARZJFLE12086C117FF,95f9f1ef-4c6b-4181-b33a-c1753b0faee1,MN,378.06975,0.453933362,45,0.329194978,32,0
46,TRACHSH12903CEBC2C,Sittin' On Top of the Wolrd,SOCXXWR12AC468929B,Bob Wills and His Texas Playboys 1932-1947,AR9OLFX1187B9A5762,c727f585-54e0-4e0d-b8ad-05f216f99244,Bob Wills,201.76934,0.498834975,49,0.379960767,37,0
47,TRACXJP128F92E3693,Oh Oh Oh Baby,SOHLKRL12A8C141B63,Flame In My Heart,ARYPRAG11F50C48C62,19f5f292-b684-4bb4-8301-0b8fc7c2cecc,Checkers,135.70567,0.45412284,45,0.330300584,33,0
48,TRACXHQ12903D11ED1,Adios...Borron Y Cuenta Nueva,SOAZTBX12AC4689A69,Discografía Completa Volumen 14,ARYN8YT1187FB38396,a1658d98-c4dc-40b9-8bbd-9793f44e64dd,Los Iracundos,259.23873,0.490193634,49,0.377472507,37,0
49,TRACXIQ128F92E25AB,A Hard Road,SOFEAJC12A58A7F3AA,PADLOCK ON THE BLUES,ARJ9DSA1187B990E00,4756395c-57ed-4a63-afb2-01117f14dff6,John And The Bluesbreakers Mayall,304.8224,0.626803106,62,0.405234691,40,1967
50,TRACXIF128F425E206,San Xuan,SORZPFY12A8C137448,Étnico Ma Non Troppo,ARVUQIC1187B9A7C66,b264fc6e-bebc-47c2-a519-1ce8cb53279c,Hevia,261.32853,0.619530991,61,0.354369616,35,2003
51,TRACXOY128F934CEDC,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),SORRXOY12AB0183759,Isn't That Just Like God (Studio Track),ARK6JC91187B9B4B2D,c708164c-edc4-4128-b7b7-83256ba830fe,Babbie Mason,236.2771,0.381780881,38,0.305917775,30,0
52,TRACXYU128F425EEE8,Le Zoo De Vincennes,SOADDVU12A8AE47512,Les Risques du Métier,AROGAPH1187B98CF9C,93942b87-215a-4626-b5ec-bf129d9fa2f6,Benabar,238.44526,0.609294155,60,0.373060493,37,2003
53,TRACXTK128F92CC024,Christina Christina Blues,SOJMOIF12A8C14397B,Champion Jack Dupree Of New Orleans,AR8ACFK1187B9B4063,5849fa32-0283-4204-9d1b-507cfaf9d4a2,Champion Jack Dupree,200.80281,0.538085501,53,0.313500755,31,0
54,TRACXGH128F931686C,Crimson And Clover,SOFPQSC12A58A7B165,The Boat That Rocked,ARLDW2Y1187B9B544F,a13c01e2-7739-4b25-af65-38e2fcb560e2,Tommy James & The Shondells,324.70159,0.620392056,62,0.390660523,39,1969
55,TRACXHN12903CD2B4C,Barrage,SOPIDCK12AB018DAF8,Moods,ARELA4P1187B991507,cb87bb99-3092-4be5-a515-ce8b0699f66f,Charles Williams,87.87546,0.389802967,38,0.287731468,28,0
56,TRACXRL128F9317EAE,Mele Wich Ayee (Shaan Remix),SOAPUWG12AB017DE50,Wham Bam!! Bhangra Remixes,ARELFAE1187FB40D0A,4e01e834-c872-4c76-87ab-c2304efa5e7e,Bally Sagoo,373.39383,0.58097151,58,0.34873593,34,0
57,TRACXDB12903CA4432,XI GUAN LIANG GE REN,SOMOINR12AB0189188,My Secret Lover_ Jerry Yan,ARMAOIY1187B9A3893,e91504af-0b68-4729-8184-f567016658ff,Jerry Yan,252.18567,0.396327109,39,0.327012793,32,0
58,TRACXUW128F93093F5,Faithful and True (Collectors Version),SOBAMRQ12A8C141DF3,The Brand New Z.Z. Hill,ARRPCKN1187FB5BA2F,c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4,Z.Z. Hill,333.322,0.49030398,49,0.334415271,33,1971
59,TRACXQB128F42A7FA1,Laughed At The Judge,SODYMWS12A8C141577,Grease Band & Amazing Grease,ARDGBFI1269FCD6AA6,1b5001de-400a-406f-be12-160cf503854f,The Grease Band,325.25016,0.324128628,32,0.191193993,19,0
60,TRACXGV128F9349C63,Outro Duction,SOKNAQC12A58A7EE5C,Original Album Classics,ARGEKDX1187FB3A5BF,8fbabd07-4b2b-4f4c-add5-680429a8c44a,Marcus Miller,52.00934,0.695416519,69,0.412110495,41,2005
61,TRACOVO128F1470021,He Put The Hurt On Me,SOBHGWG12A6D4F50D2,Blue All The Way,ARGXNS21187B999665,e2388d6b-e615-45ce-a3b1-f82d36b29269,Tina Britt,177.94567,0.36061367,36,0,0,2006
62,TRACOSS12903CE4724,Murderous Style,SOVZIXG12AC3DF5331,The Best Of X-Static,ARFZNDU1187FB417FC,e22e9902-4415-4c7d-8527-32611bd603d1,X-Static,262.79138,0.600353314,60,0.386751475,38,0
63,TRACOGY128F92FE95C,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),SOUGZYV12A8C143A6F,Greatest Hits Vol. II,AR0NQD81187FB3AD13,b557566c-3987-4548-846a-a685ac096db7,Gary Morris,228.5971,0.442024981,44,0.286032617,28,0
64,TRACONJ128F4272091,Eu vi a maquina voadora,SOHLFWF12A58A7989F,Cabeça elétrica coração acústico,AR0B5HI1187B9B9DB9,5d14f4d0-2f40-42fc-8dbe-3d729314fa12,Silvério Pessoa,364.48608,0.485049268,48,0.25822409,25,0
65,TRACOUL128F425BDE0,Music Reach (1/2/3/4) (Remastered),SORERTC12A8AE454B3,Experience: Expanded (Remastered),AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,252.52526,0.638614022,63,0.601436483,60,0
66,TRACOSY128F92F12B7,I Will Always Love You,SODMROC12A8C1443E7,Karaoke: Country Queen - Singing to the Hits,ARKRQSV1187B99FB13,c4a20639-20b1-43f8-8267-e9163f60cfee,Deborah Allen,189.57016,0.510798011,51,0.352235517,35,2005
67,TRACOAF128F145D996,Colonel Brown (1999 Digital Remaster),SOBHRIK12A6D4F6E75,Tomorrow,ARB3YS71187FB4E54E,ba713ef2-53b7-4990-92ff-8611dd6cb716,Tomorrow,173.26975,0.679616957,67,0.354472191,35,0
68,TRACOTY128F930BCFA,The Tide Is High - Original,SOCYTFB12AB017F7CE,John Holt's 21 Miles From You,ARJPZSG1187FB3E985,38d64df7-5b7f-42ca-9d98-9541640ca84f,John Holt,170.50077,0.629463245,62,0.424791236,42,0
69,TRACOBC128F4266853,Heart Half Empty,SOVWNAS12A8C130573,This Is Ty Herndon:  Greatest Hits,ART09111187FB5BF48,ef354948-8135-45c0-b48e-9d82fa85e20f,Ty Herndon;Stephanie Bentley,295.3922,0.654644975,65,0.450775218,45,0
70,TRACOIZ128F933E368,My Greatest Desire,SOCSZYG12AB01871C2,Shake A Hand,ARH4Z031187B9A71F2,8f2974e0-3647-48f6-86f8-603a2c5f31ae,Faye Adams,144.1171,0.396455254,39,0.299230368,29,1961
71,TRACOHQ128F424C5EF,The Flame,SOATHUP12A8C131DC3,Resurrection,ARDEC2A1187B9A460E,d624df22-b03d-4746-ac28-a4bd72aeec26,Chimaira,323.18649,0.837450128,83,0.476760867,47,2007
72,TRACOLN12903CCAF8B,Sta giu' (feat. Dj Rockdrive),SOESWTI12AB0184D39,L'odio del mondo rese l'uomo schiavo dell'amore,ARZBYDY1187FB46DD7,5cad62bb-d08e-4ed7-9b22-7c2026587fc4,Cali,222.17098,0.616884544,61,0.343844499,34,0
73,TRACOTC128F1455F32,The Truth Forever,SOSFVEI12A6D4F7C84,The Master Musicians of Jajouka,AR0N0DX1187FB41327,4fafdd2b-4cd0-4cc7-a338-cd94cfceeea4,The Master Musicians of Jajouka featuring Bachir Attar,623.72526,0.637181284,63,0.449139951,44,0
74,TRACMKA12903CB078D,Walk With Me,SONOQCH12A6D4FE0EE,Eternity,ARMW8O71187B98CD90,049f3e13-75f1-4454-8fd2-3605936ab794,Angélla Christie,348.36853,0.282167578,28,0.293010712,29,0
75,TRACMXG12903CA2541,Everything You Touch Is a Song,SOHPFNX12AB018A5FE,Carry me Home - The Power Of Gospel,ARFCOGY1187FB454B4,29e51d5b-33e6-4646-be96-245c77a49d36,The Winans,319.60771,0.482148325,48,0.344198187,34,0
76,TRACMJP128F9349362,A Brazilian in New York,SOJDTBL12AB0188BF6,Solo in Rio 1959,ARQCHDN1187FB4C7C2,f926459e-1bd2-42a6-a174-8994ad950591,Luiz Bonfa,305.65832,0.549282907,54,0.347547581,34,0
77,TRACMYR128F425EE37,De Tree Little Pigs,SODKPPT12A8AE46A99,Gift 2,AROIHOI122988FEB8E,,Mario Rosenstock,319.63383,0.334542784,33,0.049034381,4,0
78,TRACMMG128F146D705,Get On Top (Album Version),SOPNFTX12A67020455,Californication,ARE8GLF1187FB52532,8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,198.05995,0.833967972,83,0.576903816,57,1999
79,TRACMCG128F92CE225,Upon The Shores [Explicit],SOIWZZD12A8C14505C,Shogun,ARJBWQI1187B9B17D1,1f5ff245-2837-4d4a-a609-e93e544478c3,Trivium,321.17506,0.847754656,84,0.494206855,49,2008
80,TRACMAD128F429742B,Slimy Little Troll,SOWBRZR12A58A7B5D2,Extreme Channel Surfing,ARENLSD1241B9C71B9,,Mack and Jamie,66.42893,0.370429862,37,0.266269757,26,0
81,TRACMJZ128F92FD86B,Mumbo Jumbo (jazz),SOPOTLV12AB017C1F7,Soul Express,ARYZV2X1187B997BE7,b6f93b66-30e7-4b9b-a70b-4fb82f8cb24c,Chris Standring,257.59302,0.564710159,56,0.415937641,41,2006
82,TRACMZA128F423DD3E,First Blood,SOBRVRZ12A8C132DE5,Rambo - First Blood,ARM0RY81187B9AF248,db403e3d-4753-45d6-8fcb-94db03e882e1,Jerry Goldsmith,281.28608,0.650726924,65,0.423825663,42,1985
83,TRACMVZ128F429AE0E,Do You Ever Think Of Me,SOWTBIV12A8C13B607,Stars Of The Summer Night,AR9F71I1187FB46CAF,63da067e-d1ba-4e39-a1ac-ef09594993c4,Gordon MacRae,179.59138,0.412473042,41,0.306976307,30,0
84,TRACMIV128F14898A3,Crawling Up A Hill - version 2 - mono_ live,SOKWXEW12A6D4F7F9E,Plays John Mayall (Live At Klooks Kleek),ARJ9DSA1187B990E00,4756395c-57ed-4a63-afb2-01117f14dff6,John Mayall & The Bluesbreakers,142.602,0.626803106,62,0.405234691,40,0
85,TRACMPZ12903CF150B,Moon Going Down,SOFLCWE12AC468C2B2,Essential Delta Blues,ARTDUXM1187B9899ED,c71b4f57-29da-4bf2-bccb-9dc81cd2d905,Charley Patton,196.62322,0.574300068,57,0.375593583,37,1930
86,TRACMHD128F931FB14,Hero In A Dream,SOZSSJQ12AB01852D1,Ensiferum,ARUWB5W1187B98D7A1,6e64cbfa-1a60-450e-81f4-c044c868ab24,Ensiferum,218.61832,0.710203377,71,0.51484988,51,1999
87,TRACMSI128E078E15F,Raising Children,SOEJFMF12A670209F0,Raising Children/Go Figure,ARTJPHB1187B9968E5,6fca7e3e-d00c-45f0-aa94-c2992f637353,The Race,225.17506,0.578704331,57,0.369883828,36,2006
88,TRACMLI128F424C865,Epilog,SOGVRQG12A58A7E69B,Backseat Travelling,ARIULTJ1187B9A2017,67ee5be4-9384-4408-8e27-679b7bb040cb,Neviss,53.39383,0.439789947,43,0.270025245,27,2003
89,TRACMIU128F935381D,Ice Cream Man,SOKQYBC12AB0183C87,Live Wide Open,AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,Martin Sexton,352.88771,0.641197515,64,0.448653471,44,2001
90,TRACMHS128F148F509,Ji Xiang Yan Chu,SOBHDHC12A6D4FA2A4,Not Anymore,ARVNIVQ1250941026F,,Dylan Kuo,230.29506,0.249169263,24,0,0,0
91,TRACMTI128EF342A56,No seamos tontos,SONKDJU12A67FFB313,Con el alma entre las manos,ARNNHLN1187FB42912,4eccbfad-11fc-4d5b-9e74-e3f1f0b422a6,Yahir,216.81587,0.598636434,59,0.232825061,23,0
92,TRACMFN128F4298DBE,Why Do All Girls Think They're Fat (Album),SODWSGW12A58A7D4B8,Monkeys For Nothin' And The Chimps For Free,ARZJ4MI1187B9AF5AF,5e5480be-eded-44ad-9c45-f6136ec2f5db,Reel Big Fish,153.67791,0.784143965,78,0.553168864,55,2007
93,TRACMTN128F92FB689,My First Day At School,SOJTSAW12A58A7B6C2,Have Fun Learning - 14 Sing Along & Learn Along Songs,AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,Brian Dullaghan,110.44526,0.29143326,29,0.319801989,31,0
94,TRACMCM12903CB60DA,De Kommissar 1,SOTJODQ12AB018561C,Die Letzte Rache (+Bonus),ARE08BN1187B98FCA3,9b048a76-b812-431e-8540-79a62bda5727,Der Plan,26.67057,0.496224085,49,0.347249717,34,0
95,TRACMOL128F424B776,De Bombacha Y Alpargatas,SOAONEP12A58A7D2B3,15 Grandes Éxitos,ARSWXNX1187FB3D04E,d30615cd-2e8f-4169-a879-fffa8b17f362,Chango Spasiuk,131.57832,0.468250911,46,0.410841587,41,0
96,TRACRRO128F92F34B9,He Jiu Bi Hun,SOAXQTX12AB017F467,De Xin Ying Shou Yan Chang Hui 2006,ARFERPC1187FB557F6,be28eefe-4995-400b-94d0-4f4edbf8d092,Hacken Lee,188.52526,0.487693972,48,0.341976804,34,0
97,TRACROV128F92F6D6F,O Hiroteros Ehthros Mou,SOPJBSM12AB0182B14,To Pathos Ine Aformi,ARIJ7MR1187B9B484E,415cab7b-226a-49c7-9c1c-92e96ab93876,Peggy Zina,200.38485,0.324677431,32,0.304184256,30,2009
98,TRACRBQ128F4263964,Midnight In Memphis,SOICEAK12A6D4F4819,The Very Best Of J.J. Cale,AR93D4D1187FB3ACAD,4b0be624-6b87-47e8-bbf0-588a2c6c0439,J.J. Cale,263.94077,0.67577137,67,0.435468899,43,1997
99,TRACRHZ12903CAF6A4,Feelin You,SOWHIHY12AB018B64A,Juke Trax Online Vol. 6,ARPOPBQ11F4C83D36D,987dbb5a-1593-4b83-8e42-fb6f3861154e,DJ Spinn,312.94649,0.515310233,51,0.260796778,26,0
100,TRACRJZ128F4244626,This Time I Know,SOLLWEJ12A8C132B05,Let Me Put The Head In It - Blues And Soul Mix,ARMKO9M1187B9B0848,b049efcb-cd14-4aa4-aa2e-85b5f468f7fe,Theodis Ealey,227.44771,0.514373392,51,0.3204178,32,0
101,TRACRNT128F426FA27,God Will Make A Way,SORBVIZ12A8C13A4BA,The Good Road,ARKYI5T1187B99334F,87d3faff-4543-4055-8068-a1116d500f65,Janet Paschal,316.36853,0.382546667,38,0.335138065,33,0
102,TRACRQV12903CC995F,Spark,SONCPQC12A58A7D3A7,Urban Renewal Program,ARWHM281187FB3D381,7b61cf8f-c042-4bd4-b64a-25cb40f3dd50,Souls Of Mischief,220.96934,0.649157388,64,0.469177429,46,2002
103,TRACRVJ128F14661D6,Follow Your Dreams (The Plan Album Version),SONAJJE12A6D4F49A0,The Plan,ARI4NXX1187FB59DF2,dd72205c-86d3-4b8e-852c-b5f7a0a929ea,Raze,196.64934,0.550303379,55,0.407373149,40,0
104,TRACRTS128F9300F7E,Destroy Babylon,SOTUGCE12AB0181409,Live at CBGB 1982,AR7Y6JX1187FB4D9B3,e919b253-da5b-4aae-a444-6a368376a2d6,Bad Brains,85.26322,0.726298027,72,0.555414576,55,1983
105,TRACRON12903CB59E6,Don't Leave,SOHKEPR12AB018C9C9,Stand Up,ARQ0BZY1187B99F093,901502fb-3759-47c2-afac-064cacb8d8a1,Everyday Sunday,269.73995,0.632856419,63,0.428980521,42,2002
106,TRACRAR128F92F3B74,Travel Song (Reprise),SOGKVQY12AAF3B28D7,Dora The Explorer Party Favorites,AR3KXHI1187FB3A8BF,2989f1b7-b1db-40a4-ab9e-a28a3b6d6c45,Dora The Explorer,68.98893,0.514414554,51,0.413757657,41,2008
107,TRACYMH12903CA01DF,Cold Blood (LP Version),SOADKNO12AB0182BC7,Blow My Fuse,AR3SEQM1187B98E9E8,65dcb0ac-303d-4179-ac8a-b2881357b719,Kix,257.2273,0.62974904,62,0.42356389,42,0
108,TRACYCJ128F9309246,Don't Go Knockin' On My Door,SOQIDEF12A8C139B23,Oops!... I Did It Again,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,223.52934,0.947327507,94,0.631289508,63,2000
109,TRACYDP128F932BC8E,Sacrifice for the Slaughtergod,SOVBYLF12AB017EBAC,Beyond the Permafrost,ARH8B5X1187FB3B6C0,99b3468f-ade6-45b9-b3b8-edbcfd9d553a,Skeletonwitch,173.37424,0.68955969,68,0.529039572,52,2007
